db,id,year,title,venue,type,url,query,already_screened_d01,triage_score,triage_terms
crossref,doi:10.2514/6.1986-1964,1986,Broadband propeller noise prediction in the plane of the rotor,10th Aeroacoustics Conference,proceedings-article,https://doi.org/10.2514/6.1986-1964,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.21236/ad0102197,1956,DUCTED PROPELLER ASSAULT TRANSPORT STUDY. DUCT AND PROPELLER ANALYSIS,,report,https://doi.org/10.21236/ad0102197,foldable duct propeller rotor,False,2,ducted;propeller
crossref,doi:10.12783/dtetr/icmm2017/20338,2018,Design of Propeller Duct for Small Multi-Rotor Aircraft,DEStech Transactions on Engineering and Technology Research,journal-article,https://doi.org/10.12783/dtetr/icmm2017/20338,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.2514/6.2026-111696,2026,Development of 3D printed Propeller Driven Rotor Blades,2026 Regional Student Conferences,proceedings-article,https://doi.org/10.2514/6.2026-111696,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.1115/ajkfluids2019-4908,2019,Development of High-Efficiency Half-Ducted Propeller Fan for Air-Conditioners by Blade Tip Shape Modification,Volume 3B: Fluid Applications and Systems,proceedings-article,https://doi.org/10.1115/ajkfluids2019-4908,ducted fan tip clearance ovality,False,2,ducted;propeller
crossref,doi:10.2514/6.2026-115427,2026,Development of a Free-Flying Propeller Driven Rotor Unmanned Aerial System,2026 Regional Student Conferences,proceedings-article,https://doi.org/10.2514/6.2026-115427,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.2514/5.9781600865183.0397.0414,1976,Duct Acoustics: Acoustic Wave Propagation in a Lined Duct with Nonuniform Admittance,Aeroacoustics: Fan Noise and Control; Duct Acoustics; Rotor Noise,book-chapter,https://doi.org/10.2514/5.9781600865183.0397.0414,segmented shroud rotor duct seam aerodynamic,False,2,nonuniform
crossref,doi:10.2139/ssrn.4679893,2023,Experimental Investigation of Propeller Noise Control by Turbulence Grids Inserting between Rotor and Stator,,posted-content,https://doi.org/10.2139/ssrn.4679893,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.1115/1.0002633v,2021,Investigations Into Aerodynamic Performance of Turbine Stages With Flexible Shroud Seals,,posted-content,https://doi.org/10.1115/1.0002633v,segmented shroud rotor duct seam aerodynamic,False,2,shroud
crossref,doi:10.2139/ssrn.4671509,2023,Modular Propeller-Wing Interaction Modeling Method for Tilt-Rotor Aircraft,,posted-content,https://doi.org/10.2139/ssrn.4671509,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.2514/6.1976-560,1976,Noise produced by turbulent flow into a propeller or helicopter rotor,3rd Aeroacoustics Conference,proceedings-article,https://doi.org/10.2514/6.1976-560,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.1007/s40997-021-00457-x,2021,Numerical Investigation of Significance of Duct Angle of Attack and Duct Position in a Ducted Propeller in the Presence of Propeller Boss Cap Fin,"Iranian Journal of Science and Technology, Transactions of Mechanical Engineering",journal-article,https://doi.org/10.1007/s40997-021-00457-x,foldable duct propeller rotor,False,2,ducted;propeller
crossref,doi:10.2478/v10012-008-0048-y,2009,On the modelling of aerodynamic force coefficients for over-shroud seals of turbine stages,Polish Maritime Research,journal-article,https://doi.org/10.2478/v10012-008-0048-y,segmented shroud rotor duct seam aerodynamic,False,2,shroud
crossref,doi:10.1016/b978-0-443-19112-1.00017-5,2024,Propeller and open rotor noise,Aeroacoustics of Low Mach Number Flows,book-chapter,https://doi.org/10.1016/b978-0-443-19112-1.00017-5,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.1063/5.0056383,2021,Propeller–duct interaction on the wake dynamics of a ducted propeller,Physics of Fluids,journal-article,https://doi.org/10.1063/5.0056383,foldable duct propeller rotor,False,2,ducted;propeller
crossref,doi:10.2514/5.9781600865183.0583.0600,1976,Rotor Noise: V/STOL Rotor and Propeller Noise: Its Prediction and Analysis of Its Aural Characteristics,Aeroacoustics: Fan Noise and Control; Duct Acoustics; Rotor Noise,book-chapter,https://doi.org/10.2514/5.9781600865183.0583.0600,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.2514/5.9781600865190.0583.0600,1976,Rotor Noise: V/STOL Rotor and Propeller Noise: Its Prediction and Analysis of Its Aural Characteristics,Aeroacoustics: STOL Noise: Airframe and Airfoil Noise,book-chapter,https://doi.org/10.2514/5.9781600865190.0583.0600,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.2514/6.2020-2676,2020,Rotor/Propeller Model Fidelity Effects on Propeller-Wing Interactional Aerodynamics,AIAA AVIATION 2020 FORUM,proceedings-article,https://doi.org/10.2514/6.2020-2676,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.1201/9780429428364-5,2018,The propeller (rotor),Optimizing Small Multi-Rotor Unmanned Aircraft,book-chapter,https://doi.org/10.1201/9780429428364-5,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.1299/transjsme.2014fe0024,2014,Three-dimensional structure of tip vortex in a half-ducted propeller fan,Transactions of the JSME (in Japanese),journal-article,https://doi.org/10.1299/transjsme.2014fe0024,ducted fan tip clearance ovality,False,2,ducted;propeller
openalex,doi:10.5194/wes-3-221-2018,2018,Ducted wind turbine optimization and sensitivity to rotor position,Wind energy science,article,https://doi.org/10.5194/wes-3-221-2018,non-axisymmetric tip clearance rotor performance,False,2,ducted;rotor
openalex,doi:10.3390/ijtpp9030026,2024,Experimental Investigation of an Efficient and Lightweight Designed Counter-Rotating Shrouded Fan Stage,International Journal of Turbomachinery Propulsion and Power,article,https://doi.org/10.3390/ijtpp9030026,tip clearance optical capacitive measurement fan blade,False,2,shroud
openalex,doi:10.1002/admt.202401431,2025,Fully 3D Printed Capacitive Bending Sensor Enabled by 3D Structuring,Advanced Materials Technologies,article,https://doi.org/10.1002/admt.202401431,tip clearance optical capacitive measurement fan blade,False,2,capacitive
openalex,doi:10.1063/5.0207621,2024,Impact of blade shape on the aerodynamic performance and turbulent jet dynamics produced by a ducted rotor,Physics of Fluids,article,https://doi.org/10.1063/5.0207621,non-axisymmetric tip clearance rotor performance,False,2,ducted;rotor
openalex,doi:10.1115/90-gt-091,1990,Measuring Rotor and Blade Dynamics Using an Optical Blade Tip Sensor,,conference-paper,https://doi.org/10.1115/90-gt-091,tip clearance optical capacitive measurement fan blade,False,2,optical;rotor
openalex,doi:10.3390/en13226081,2020,Numerical Investigation on Flow Field Distribution of Eccentric Compressors Based on Steady and Unsteady CFD Methods,Energies,article,https://doi.org/10.3390/en13226081,ducted fan tip clearance ovality,False,2,eccentric
openalex,doi:10.1016/j.ast.2023.108846,2023,On the aerodynamic performance of redundant propellers for multi-rotor eVTOL in cruise,Aerospace Science and Technology,article,https://doi.org/10.1016/j.ast.2023.108846,foldable duct propeller rotor,False,2,rotor;propeller
openalex,doi:10.1115/gt2007-27915,2007,Optimized Shroud Design for Axial Turbine Aerodynamic Performance,,conference-paper,https://doi.org/10.1115/gt2007-27915,non-axisymmetric tip clearance rotor performance,False,2,shroud
openalex,doi:10.3390/jmse6010027,2018,Prediction of the Open-Water Performance of Ducted Propellers with a Panel Method,Journal of Marine Science and Engineering,article,https://doi.org/10.3390/jmse6010027,ducted fan non-uniform tip clearance experimental,False,2,ducted;propeller
openalex,doi:10.1051/matecconf/201712601002,2017,Quadcopter thrust optimization with ducted-propeller,MATEC Web of Conferences,conference-paper,https://doi.org/10.1051/matecconf/201712601002,foldable duct propeller rotor,False,2,ducted;propeller
openalex,doi:10.3390/jmse11091708,2023,Research on Aerodynamic Characteristics of a Ducted Propeller Hovering near the Water Surface Based on a Lattice Boltzmann Method,Journal of Marine Science and Engineering,article,https://doi.org/10.3390/jmse11091708,foldable duct propeller rotor,False,2,ducted;propeller
openalex,doi:10.31390/gradschool_theses.2030,2016,"The Design, Fabrication, and Validation of a Film Cooled Rotating Turbine Cascade with an Actively Cooled Shroud in a Closed Loop Wind Tunnel",,dissertation,https://doi.org/10.31390/gradschool_theses.2030,segmented shroud rotor duct seam aerodynamic,False,2,shroud
openalex,doi:10.3390/en10010038,2017,Theoretical Analysis of Shrouded Horizontal Axis Wind Turbines,Energies,article,https://doi.org/10.3390/en10010038,foldable duct propeller rotor,False,2,shroud
arxiv,arxiv:2411.13492,2024,CFD-based design optimization of a 5 kW ducted hydrokinetic turbine with practical constraints,,,https://arxiv.org/abs/2411.13492,ducted fan non-uniform tip clearance experimental,False,1,ducted
arxiv,arxiv:1404.6382,2014,Determination of the characteristics of a linear ducted sound source,,,https://arxiv.org/abs/1404.6382,ducted fan non-uniform tip clearance experimental,False,1,ducted
arxiv,arxiv:2606.27338,2026,Jet impingement cooling with multi-stage ducted electroaerodynamic actuators,,,https://arxiv.org/abs/2606.27338,ducted fan non-uniform tip clearance experimental,False,1,ducted
arxiv,arxiv:2212.00159,2022,Resolving stress state at crack tip to elucidate nature of elastomeric fracture,,,https://arxiv.org/abs/2212.00159,ducted fan non-uniform tip clearance experimental,False,1,optical
arxiv,arxiv:1902.04963,2019,The tear turnover and tear clearance tests - a review,,,https://arxiv.org/abs/1902.04963,ducted fan non-uniform tip clearance experimental,False,1,optical
crossref,doi:10.2139/ssrn.4955397,2024,A Rotor Tip Assembly Clearance Prediction Method Considering Multi-Sources Uncertainties,,posted-content,https://doi.org/10.2139/ssrn.4955397,non-axisymmetric tip clearance rotor performance,False,1,rotor
crossref,doi:10.1115/97-gt-344,1997,Aerodynamic Modeling of Multistage Compressor Flowfields: Part 1 — Analysis of Rotor/Stator/Rotor Aerodynamic Interaction,Volume 1: Aircraft Engine; Marine; Turbomachinery; Microturbines and Small Turbomachinery,proceedings-article,https://doi.org/10.1115/97-gt-344,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.2514/6.1998-3249,1998,Aerodynamic design of a wave rotor to high pressure turbine transition duct,34th AIAA/ASME/SAE/ASEE Joint Propulsion Conference and Exhibit,proceedings-article,https://doi.org/10.2514/6.1998-3249,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.70675/4799347dz49d5z4c8fzb611zb9dcd99dcd7d,,Aerodynamic simulations of helicopter main-rotor blade tips,,dissertation,https://doi.org/10.70675/4799347dz49d5z4c8fzb611zb9dcd99dcd7d,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.47191/etj/v11i05.22,2026,Analysis and Optimization of Rotor-Rotor-Structure Aerodynamic Interactions of a Quadcopter Drone using High-Fidelity CFD and Artificial Intelligence: Application to Precision Agriculture,Engineering and Technology Journal,journal-article,https://doi.org/10.47191/etj/v11i05.22,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.2514/6.2015-1030,2015,Effect of Duct-Rotor Aerodynamic Interactions on Blade Design for Hover and Axial Flight,53rd AIAA Aerospace Sciences Meeting,proceedings-article,https://doi.org/10.2514/6.2015-1030,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.2139/ssrn.4788345,2024,Effect of Rotor-Rotor Interactions on Unsteady Aerodynamic Loads of Coaxial Dual-Rotor Wind Turbines,,posted-content,https://doi.org/10.2139/ssrn.4788345,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.70675/070e9585z83a7z4b73z8fb2z5b5084771fc7,,Experimental study of the rotor-rotor aerodynamic interaction of a counter-rotating centrifugal compressor,,dissertation,https://doi.org/10.70675/070e9585z83a7z4b73z8fb2z5b5084771fc7,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.34759/vst-2020-1-7-18,2020,Fuselage and duct interference effect on maximum thrust of the air pushing propeller-duct thruster,Vestnik Moskovskogo aviatsionnogo instituta,journal-article,https://doi.org/10.34759/vst-2020-1-7-18,foldable duct propeller rotor,False,1,propeller
crossref,doi:10.25144/22726,2024,NOISE REDUCTION BY AIRINLET IN THE PROPELLER DUCT,Inter.Noise 1983,proceedings-article,https://doi.org/10.25144/22726,foldable duct propeller rotor,False,1,propeller
crossref,doi:10.31651/2076-5886-2022-1-4-18,2022,NUMERICAL METHODS FOR THE INVESTIGATION OF THE AERODYNAMIC NOISE OF A HELICOPTER ROTOR,Cherkasy University Bulletin: Applied Mathematics. Informatics,journal-article,https://doi.org/10.31651/2076-5886-2022-1-4-18,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.18297/etd/237,,Numerical simulation of the aerodynamic performance of an H-rotor.,,dissertation,https://doi.org/10.18297/etd/237,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.33863/cmea.v6i1.2628,2024,Pengaruh Penambahan Becker Mewis Duct pada Perfoma Propeller B-series,Proceeding Conference on Marine Engineering and its Application,proceedings-article,https://doi.org/10.33863/cmea.v6i1.2628,foldable duct propeller rotor,False,1,propeller
crossref,doi:10.1007/s00773-020-00775-w,2020,RETRACTED ARTICLE: Numerical investigation to observe combined effect of propeller boss cap fin (PBCF) and propeller duct to improve propeller efficiency,Journal of Marine Science and Technology,journal-article,https://doi.org/10.1007/s00773-020-00775-w,foldable duct propeller rotor,False,1,propeller
crossref,doi:10.2514/5.9781600865183.0615.0629,1976,Rotor Noise: Development of Experimental Techniques for the Study of Helicopter Rotor Noise,Aeroacoustics: Fan Noise and Control; Duct Acoustics; Rotor Noise,book-chapter,https://doi.org/10.2514/5.9781600865183.0615.0629,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.2514/5.9781600865183.0559.0582,1976,Rotor Noise: Discrete Frequency Rotor Noise,Aeroacoustics: Fan Noise and Control; Duct Acoustics; Rotor Noise,book-chapter,https://doi.org/10.2514/5.9781600865183.0559.0582,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.2514/5.9781600865183.0631.0634,1976,Rotor Noise: Panel Discussion: Rotor Noise,Aeroacoustics: Fan Noise and Control; Duct Acoustics; Rotor Noise,book-chapter,https://doi.org/10.2514/5.9781600865183.0631.0634,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.2514/5.9781600865183.0539.0558,1976,Rotor Noise: Tone Noise of High-Speed Rotors,Aeroacoustics: Fan Noise and Control; Duct Acoustics; Rotor Noise,book-chapter,https://doi.org/10.2514/5.9781600865183.0539.0558,foldable duct propeller rotor,False,1,rotor
crossref,doi:10.1007/s00348-018-2668-z,2019,Rotor–duct aerodynamic and acoustic interactions at low Reynolds number,Experiments in Fluids,journal-article,https://doi.org/10.1007/s00348-018-2668-z,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.2514/6.1968-962,1968,The Magnus rotor as an aerodynamic decelerator,2nd Aerodynamic Deceleration Systems Conference,proceedings-article,https://doi.org/10.2514/6.1968-962,segmented shroud rotor duct seam aerodynamic,False,1,rotor
crossref,doi:10.2139/ssrn.4864681,2024,Wind-Tunnel Experimental Investigation on Rotor-Rotor Aerodynamic Interaction in Compound Helicopter Configuration,,posted-content,https://doi.org/10.2139/ssrn.4864681,segmented shroud rotor duct seam aerodynamic,False,1,rotor
openalex,doi:10.22215/etd/2014-10450,2014,A Process for the Design and Manufacture of Propellers for Small Unmanned Aerial Vehicles,,dissertation,https://doi.org/10.22215/etd/2014-10450,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.1007/s10846-021-01527-7,2022,"A Review of Quadrotor Unmanned Aerial Vehicles: Applications, Architectural Design and Control Algorithms",Journal of Intelligent & Robotic Systems,article,https://doi.org/10.1007/s10846-021-01527-7,foldable duct propeller rotor,False,1,rotor
openalex,doi:10.1155/2022/1803638,2022,A Review on Vertical Take-Off and Landing (VTOL) Tilt-Rotor and Tilt Wing Unmanned Aerial Vehicles (UAVs),Journal of Engineering,article,https://doi.org/10.1155/2022/1803638,foldable duct propeller rotor,False,1,rotor
openalex,doi:10.2514/6.1994-4296,1994,A multidisciplinary design optimization approach to sizing stopped rotor configurations utilizing reaction drive and circulation control,5th Symposium on Multidisciplinary Analysis and Optimization,conference-paper,https://doi.org/10.2514/6.1994-4296,foldable duct propeller rotor,False,1,rotor
openalex,doi:10.3390/s24227115,2024,Aerodynamic Analysis of Rotor Spacing and Attitude Transition in Tilt-Powered Coaxial Rotor UAV,Sensors,article,https://doi.org/10.3390/s24227115,foldable duct propeller rotor,False,1,rotor
openalex,doi:10.1017/aer.2025.36,2025,Aerodynamic assessment of wingtip-mounted propeller and distributed propulsion system,The Aeronautical Journal,article,https://doi.org/10.1017/aer.2025.36,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.1016/j.ast.2021.107009,2021,Aerodynamic interaction between propellers of a distributed-propulsion system in forward flight,Aerospace Science and Technology,article,https://doi.org/10.1016/j.ast.2021.107009,non-axisymmetric tip clearance rotor performance,False,1,propeller
openalex,doi:10.3390/aerospace11010017,2023,An Unsteady Reynolds–Averaged Navier–Stokes–Large Eddy Simulation Study of Propeller–Airframe Interaction in Distributed Electric Propulsion,Aerospace,article,https://doi.org/10.3390/aerospace11010017,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.1155/2016/9517654,2016,Autonomous Close Formation Flight Control with Fixed Wing and Quadrotor Test Beds,International Journal of Aerospace Engineering,article,https://doi.org/10.1155/2016/9517654,ducted fan tip clearance ovality,False,1,rotor
openalex,doi:10.1002/we.2388,2019,Characterization of aerodynamic performance of ducted wind turbines: A numerical study,Wind Energy,article,https://doi.org/10.1002/we.2388,ducted fan non-uniform tip clearance experimental,False,1,ducted
openalex,doi:10.3390/app10175998,2020,Dynamic Analysis of Cavitation Tip Vortex of Pump-Jet Propeller Based on DES,Applied Sciences,article,https://doi.org/10.3390/app10175998,non-axisymmetric tip clearance rotor performance,False,1,propeller
openalex,doi:10.1155/2016/8913901,2016,Effects of Duct Cross Section Camber and Thickness on the Performance of Ducted Propulsion Systems for Aeronautical Applications,International Journal of Aerospace Engineering,article,https://doi.org/10.1155/2016/8913901,ducted fan non-uniform tip clearance experimental,False,1,ducted
openalex,doi:10.29008/etc2017-100,2017,Effects of hub endwall geometry and rotor leading edge shape on performance of supersonic axial impulse turbine. Part I,Proceedings of ... European Conference on Turbomachinery Fluid Dynamics & Thermodynamics,conference-paper,https://doi.org/10.29008/etc2017-100,non-axisymmetric tip clearance rotor performance,False,1,rotor
openalex,doi:10.1016/j.jweia.2020.104174,2020,Effects of yawed inflow on the aerodynamic and aeroacoustic performance of ducted wind turbines,Journal of Wind Engineering and Industrial Aerodynamics,article,https://doi.org/10.1016/j.jweia.2020.104174,non-axisymmetric tip clearance rotor performance,False,1,ducted
openalex,doi:10.1016/j.rser.2021.111497,2021,Experimental investigation on performance improvement by mid-plane guide-vanes in a biplane-rotor Wells turbine for wave energy conversion,Renewable and Sustainable Energy Reviews,article,https://doi.org/10.1016/j.rser.2021.111497,non-axisymmetric tip clearance rotor performance,False,1,rotor
openalex,doi:10.1088/1742-6596/1037/2/022034,2018,Experimental investigation on the effect of the duct geometrical parameters on the performance of a ducted wind turbine,Journal of Physics Conference Series,conference-paper,https://doi.org/10.1088/1742-6596/1037/2/022034,non-axisymmetric tip clearance rotor performance,False,1,ducted
openalex,doi:10.1109/lra.2024.3355728,2024,High Aspect Ratio Multi-Stage Ducted Electroaerodynamic Thrusters for Micro Air Vehicle Propulsion,IEEE Robotics and Automation Letters,article,https://doi.org/10.1109/lra.2024.3355728,foldable duct propeller rotor,False,1,ducted
openalex,doi:10.1017/aer.2022.92,2022,Historical development of the coaxial contra-rotating propeller,The Aeronautical Journal,article,https://doi.org/10.1017/aer.2022.92,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.1098/rsos.210402,2021,Hydroacoustic and hydrodynamic investigation of bio-inspired leading-edge tubercles on marine-ducted thrusters,Royal Society Open Science,article,https://doi.org/10.1098/rsos.210402,ducted fan non-uniform tip clearance experimental,False,1,ducted
openalex,doi:10.3390/s19071482,2019,Identification of Vibration Events in Rotating Blades Using a Fiber Optical Tip Timing Sensor,Sensors,article,https://doi.org/10.3390/s19071482,tip clearance optical capacitive measurement fan blade,False,1,optical
openalex,doi:10.47176/jafm.15.01.32753,2021,Influence of Blade Lean on Performance and Shock Wave/Tip Leakage Flow Interaction in a Transonic Compressor Rotor,Journal of Applied Fluid Mechanics,article,https://doi.org/10.47176/jafm.15.01.32753,non-axisymmetric tip clearance rotor performance,False,1,rotor
openalex,doi:10.3390/jmse11091674,2023,Influence of Load Conditions on the Propeller Wake Evolution,Journal of Marine Science and Engineering,article,https://doi.org/10.3390/jmse11091674,foldable duct propeller rotor,False,1,propeller
openalex,https://openalex.org/W850317772,2010,Integration of Rotor Aerodynamic Optimization with the Conceptual Design of a Large Civil Tiltrotor,NASA STI Repository (National Aeronautics and Space Administration),article,http://hdl.handle.net/2060/20100036641,non-axisymmetric tip clearance rotor performance,False,1,rotor
openalex,doi:10.1080/17445302.2023.2265118,2023,Marine propeller optimisation through user interaction and machine learning for advanced blade design scenarios,Ships and Offshore Structures,article,https://doi.org/10.1080/17445302.2023.2265118,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.1155/2014/537813,2014,Mathematical Analysis of the Effect of Rotor Geometry on Cup Anemometer Response,The Scientific World JOURNAL,article,https://doi.org/10.1155/2014/537813,foldable duct propeller rotor,False,1,rotor
openalex,https://openalex.org/W2290685123,1995,Measurements of rotor stalling in a matched and a mismatched multistage compressor,DSpace@MIT (Massachusetts Institute of Technology),report,http://hdl.handle.net/1721.1/104764,non-axisymmetric tip clearance rotor performance,False,1,rotor
openalex,doi:10.3390/vibration7010013,2024,"Micro-Vibration Analysis, Suppression, and Isolation of Spacecraft Flywheel Rotor Systems: A Review",Vibration,article,https://doi.org/10.3390/vibration7010013,ducted fan tip clearance ovality,False,1,rotor
openalex,https://openalex.org/W2584888289,2001,Modelling and control of a twin rotor MIMO system.,"White Rose eTheses Online (University of Leeds, The University of Sheffield, University of York)",dissertation,http://etheses.whiterose.ac.uk/14820/1/341827.pdf,foldable duct propeller rotor,False,1,rotor
openalex,https://openalex.org/W261879843,2013,NDARC NASA Design and Analysis of Rotorcraft,NASA STI Repository (National Aeronautics and Space Administration),article,http://hdl.handle.net/2060/20100021405,foldable duct propeller rotor,False,1,rotor
openalex,doi:10.1007/s10846-024-02133-z,2025,Nezha-D: Dynamic Characteristics and Design of a Ducted HAUV,Journal of Intelligent & Robotic Systems,article,https://doi.org/10.1007/s10846-024-02133-z,foldable duct propeller rotor,False,1,ducted
openalex,doi:10.47176/jafm.18.2.2813,2024,Numerical Investigation on the Cavitating Flow and the Cavitation-induced Noise in the Pump-jet Propeller,Journal of Applied Fluid Mechanics,article,https://doi.org/10.47176/jafm.18.2.2813,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.11575/prism/27267,2014,Passive Stabilization of VTOL Aircraft Having Obliquely Tilting Propellers,Libraries and Cultural Resources (University of Calgary),dissertation,https://doi.org/10.11575/prism/27267,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.3390/s19102244,2019,Performance Comparison of Three Fibre-Based Reflective Optical Sensors for Aero Engine Monitorization,Sensors,article,https://doi.org/10.3390/s19102244,tip clearance optical capacitive measurement fan blade,False,1,optical
openalex,doi:10.1016/j.egyr.2022.02.065,2022,Prediction of operating parameters and output power of ducted wind turbine using artificial neural networks,Energy Reports,article,https://doi.org/10.1016/j.egyr.2022.02.065,ducted fan non-uniform tip clearance experimental,False,1,ducted
openalex,doi:10.20944/preprints202310.0418.v1,2023,Propeller Aerodynamic Design and Optimization,Preprints.org,preprint,https://doi.org/10.20944/preprints202310.0418.v1,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.3390/electronics8121428,2019,Research on the Control Algorithm of Coaxial Rotor Aircraft based on Sliding Mode and PID,Electronics,article,https://doi.org/10.3390/electronics8121428,foldable duct propeller rotor,False,1,rotor
openalex,doi:10.20944/preprints202305.2194.v1,2023,Research on the Distributed Propeller Slipstream Effect of UAV Wing Based on the Actuator Disk Method,Preprints.org,preprint,https://doi.org/10.20944/preprints202305.2194.v1,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.3390/en81010736,2015,Rotor Design for Diffuser Augmented Wind Turbines,Energies,article,https://doi.org/10.3390/en81010736,non-axisymmetric tip clearance rotor performance,False,1,rotor
openalex,doi:10.2514/6.2012-2120,2012,Rotor Inflow Noise Caused by a Boundary Layer: Inflow Measurements and Noise Predictions,,conference-paper,https://doi.org/10.2514/6.2012-2120,non-axisymmetric tip clearance rotor performance,False,1,rotor
openalex,https://openalex.org/W123476440,1982,Rotorcraft convertible engine study,NASA STI Repository (National Aeronautics and Space Administration),article,http://hdl.handle.net/2060/19830019725,ducted fan tip clearance ovality,False,1,rotor
openalex,doi:10.1016/j.jsv.2024.118771,2024,Shape considerations for the design of propellers with trailing edge serrations,Journal of Sound and Vibration,article,https://doi.org/10.1016/j.jsv.2024.118771,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.1088/1755-1315/49/7/072008,2016,Simulation of air admission in a propeller hydroturbine during transient events,IOP Conference Series Earth and Environmental Science,conference-paper,https://doi.org/10.1088/1755-1315/49/7/072008,foldable duct propeller rotor,False,1,propeller
openalex,doi:10.2514/6.1982-1119,1982,Summary and recent results from the NASA advanced high-speed propeller research program,18th Joint Propulsion Conference,conference-paper,https://doi.org/10.2514/6.1982-1119,foldable duct propeller rotor,False,1,propeller
openalex,https://openalex.org/W288541222,2000,The History of the XV-15 Tilt Rotor Research Aircraft: From Concept to Flight,NASA STI Repository (National Aeronautics and Space Administration),article,http://hdl.handle.net/2060/20000027499,foldable duct propeller rotor,False,1,rotor
openalex,doi:10.1155/2013/413587,2013,Turbine Rotor Disk Health Monitoring Assessment Based on Sensor Technology and Spin Tests Data,The Scientific World JOURNAL,article,https://doi.org/10.1155/2013/413587,tip clearance optical capacitive measurement fan blade,False,1,rotor
openalex,doi:10.1111/j.1742-4658.2007.05702.x,2007,"WD‐repeat‐propeller‐FYVE protein, ProF, binds VAMP2 and protein kinase Cζ",FEBS Journal,article,https://doi.org/10.1111/j.1742-4658.2007.05702.x,foldable duct propeller rotor,False,1,propeller
arxiv,arxiv:2311.07614,2023,Application of a Dense Fusion Attention Network in Fault Diagnosis of Centrifugal Fan,,,https://arxiv.org/abs/2311.07614,ducted fan non-uniform tip clearance experimental,False,0,
arxiv,arxiv:2604.07716,2026,Breaking the KV Cache Bottleneck: Fan Duality Model Achieves O(1) Decode Memory with Superior Associative Recall,,,https://arxiv.org/abs/2604.07716,ducted fan non-uniform tip clearance experimental,False,0,
arxiv,arxiv:1701.07110,2017,By chance is not enough: Preserving relative density through non uniform sampling,,,https://arxiv.org/abs/1701.07110,ducted fan non-uniform tip clearance experimental,False,0,
arxiv,arxiv:2309.13195,2023,Enhancing Axial Flow Fan Performance in Air-Cooled Condensers: Tip Vortex Manipulators and Comparative Analysis of Numerical Simulation and Experimental Testing,,,https://arxiv.org/abs/2309.13195,ducted fan non-uniform tip clearance experimental,False,0,
arxiv,arxiv:0611451,2006,Experimental study of energy-minimizing point configurations on spheres,,,https://arxiv.org/abs/0611451,ducted fan non-uniform tip clearance experimental,False,0,
arxiv,arxiv:1404.7380,2014,Fan realizations of subword complexes and multi-associahedra via Gale duality,,,https://arxiv.org/abs/1404.7380,ducted fan non-uniform tip clearance experimental,False,0,
arxiv,arxiv:2208.05829,2022,Fan-complete Ramsey numbers,,,https://arxiv.org/abs/2208.05829,ducted fan non-uniform tip clearance experimental,False,0,
arxiv,arxiv:1401.0211,2013,Feature Augmentation via Nonparametrics and Selection (FANS) in High Dimensional Classification,,,https://arxiv.org/abs/1401.0211,ducted fan non-uniform tip clearance experimental,False,0,
arxiv,arxiv:2204.01491,2022,Fore-aft clearance controls how three-dimensional confinement affects micropropulsion,,,https://arxiv.org/abs/2204.01491,ducted fan non-uniform tip clearance experimental,False,0,
