db,id,year,title,venue,type,url,query,already_screened_d01,triage_score,triage_terms
crossref,doi:10.1115/gt2012-68148,2012,Effects of Rotor Tip Clearance on Tip Clearance Flow Potentially Leading to NSV in an Axial Compressor,"Volume 7: Structures and Dynamics, Parts A and B",proceedings-article,https://doi.org/10.1115/gt2012-68148,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
crossref,doi:10.1115/1.2927421,1990,Effects of Tip Clearance of Nozzle Vanes on Performance of Radial Turbine Rotor,Journal of Turbomachinery,journal-article,https://doi.org/10.1115/1.2927421,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
crossref,doi:10.1115/ht-fed2004-56646,2004,Experimental Investigation of the Tip Clearance Flow for an Axial Flow Fan Rotor Using a PIV System,"Volume 2, Parts A and B",proceedings-article,https://doi.org/10.1115/ht-fed2004-56646,ducted fan non-uniform tip clearance experimental,False,4,tip clearance;rotor
crossref,doi:10.1115/gt2021-59899,2021,Experimental Study on Different Tip Clearance of Low-Speed Axial Fan,Volume 2A: Turbomachinery — Axial Flow Fan and Compressor Aerodynamics,proceedings-article,https://doi.org/10.1115/gt2021-59899,ducted fan non-uniform tip clearance experimental,False,4,tip clearance;rotor
crossref,doi:10.3901/cjme.2006.03.376,2006,Experimental investigation of tip clearance flow for an axial flow fan rotor,Chinese Journal of Mechanical Engineering (English Edition),journal-article,https://doi.org/10.3901/cjme.2006.03.376,ducted fan non-uniform tip clearance experimental,False,4,tip clearance;rotor
crossref,doi:10.1115/gt2023-101865,2023,Impact of Tip Clearance Variation of Highly Loaded Tandem Blades in Axial Compressors,Volume 13A: Turbomachinery — Axial Flow Fan and Compressor Aerodynamics,proceedings-article,https://doi.org/10.1115/gt2023-101865,ducted fan tip clearance ovality,False,4,tip clearance;ducted
crossref,doi:10.1115/gt2018-75270,2018,Improvement of Steam Turbine Stage Efficiency by Controlling Rotor Shroud Leakage Flows: Part II — Effect of Axial Distance Between a Swirl Breaker and Rotor Shroud on Efficiency Improvement,"Volume 8: Microturbines, Turbochargers, and Small Turbomachines; Steam Turbines",proceedings-article,https://doi.org/10.1115/gt2018-75270,segmented shroud rotor duct seam aerodynamic,False,4,ducted;shroud;rotor
crossref,doi:10.1115/gt2009-59134,2009,Non-Axisymmetric End Wall Profiling in Transonic Compressors—Part II: Design Study of a Transonic Compressor Rotor Using Non-Axisymmetric End Walls—Optimization Strategies and Performance,"Volume 7: Turbomachinery, Parts A and B",proceedings-article,https://doi.org/10.1115/gt2009-59134,non-axisymmetric tip clearance rotor performance,False,4,non-axisymmetric;rotor
crossref,doi:10.4028/www.scientific.net/amr.860-863.1499,2013,Non-Deterministic CFD Simulations on the Effect of Uncertain Tip Clearance on an Axial Rotor Performance,Advanced Materials Research,journal-article,https://doi.org/10.4028/www.scientific.net/amr.860-863.1499,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
crossref,doi:10.1115/1.0002990v,2021,Periodic Unsteadiness of Tip Clearance Vortex in an Axial Compressor Rotor,,posted-content,https://doi.org/10.1115/1.0002990v,ducted fan tip clearance ovality,False,4,tip clearance;rotor
crossref,doi:10.1115/gt2020-15167,2020,Periodic Unsteadiness of Tip Clearance Vortex in an Axial Compressor Rotor,Volume 2E: Turbomachinery,proceedings-article,https://doi.org/10.1115/gt2020-15167,ducted fan tip clearance ovality,False,4,tip clearance;rotor
crossref,doi:10.32920/ryerson.14656764.v1,2021,Study of tip clearance model effects on computational simulation costs for NASA rotor 37.,,posted-content,https://doi.org/10.32920/ryerson.14656764.v1,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
crossref,doi:10.32920/ryerson.14656764,2021,Study of tip clearance model effects on computational simulation costs for NASA rotor 37.,,posted-content,https://doi.org/10.32920/ryerson.14656764,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
crossref,doi:10.4028/www.scientific.net/amr.139-141.2469,2010,Study on Effect of Rotor Vibration on Tip Clearance Variation and Fast Active Control of Tip Clearance,Advanced Materials Research,journal-article,https://doi.org/10.4028/www.scientific.net/amr.139-141.2469,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
crossref,doi:10.1109/oceans.2014.7003053,2014,Study on the transit efficiency for hybrid driven underwater gliders based on a foldable propeller,2014 Oceans - St. John's,proceedings-article,https://doi.org/10.1109/oceans.2014.7003053,foldable duct propeller rotor,False,4,foldable;propeller
crossref,doi:10.36227/techrxiv.172470000.02266095/v1,2024,SynRM with Segmented Rotor: Alternative to Flux-Barrier Rotor for Small-Diameter SynRM,,posted-content,https://doi.org/10.36227/techrxiv.172470000.02266095/v1,segmented shroud rotor duct seam aerodynamic,False,4,segmented;rotor
crossref,doi:10.1115/94-gt-481,1994,The Performance of a Low Speed One and a Half Stage Axial Turbine With Varying Rotor Tip Clearance and Tip Gap Geometry,Volume 1: Turbomachinery,proceedings-article,https://doi.org/10.1115/94-gt-481,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
crossref,doi:10.1115/91-gt-083,1991,The Role of Tip Clearance in High-Speed Fan Stall,Volume 1: Turbomachinery,proceedings-article,https://doi.org/10.1115/91-gt-083,ducted fan tip clearance ovality,False,4,tip clearance;rotor
crossref,doi:10.1115/gt2014-26879,2014,The Study of Tip Clearance of a Wide-Chord Fan Blade of a High Bypass Ratio Turbo-Fan Engine,Volume 7B: Structures and Dynamics,proceedings-article,https://doi.org/10.1115/gt2014-26879,ducted fan tip clearance ovality,False,4,tip clearance;rotor
crossref,doi:10.1115/98-gt-366,1998,Tip-Clearance and Secondary Flows in a Transonic Compressor Rotor,Volume 1: Turbomachinery,proceedings-article,https://doi.org/10.1115/98-gt-366,non-axisymmetric tip clearance rotor performance,False,4,tip-clearance;rotor
crossref,doi:10.1117/12.2020540,2013,Turbine-blade tip clearance and tip timing measurements using an optical fiber bundle sensor,SPIE Proceedings,proceedings-article,https://doi.org/10.1117/12.2020540,tip clearance optical capacitive measurement fan blade,False,4,tip clearance;optical
crossref,doi:10.5293/ijfms.2011.4.3.307,2011,Vortex Features in a Half-ducted Axial Fan with Large Bellmouth (Effect of Tip Clearance),International Journal of Fluid Machinery and Systems,journal-article,https://doi.org/10.5293/ijfms.2011.4.3.307,ducted fan non-uniform tip clearance experimental,False,4,tip clearance;ducted
crossref,doi:10.2514/6.2021-1500,2021,Whirl Flutter Stability of A Foldable Propeller on Flexible Nacelle using Multibody Dynamics Analysis,AIAA Scitech 2021 Forum,proceedings-article,https://doi.org/10.2514/6.2021-1500,foldable duct propeller rotor,False,4,foldable;propeller
openalex,doi:10.3390/en11092202,2018,"A Review of Tip Clearance in Propeller, Pump and Turbine",Energies,article,https://doi.org/10.3390/en11092202,ducted fan non-uniform tip clearance experimental,False,4,tip clearance;propeller
openalex,doi:10.1155/2017/4168150,2017,An Optical Fiber Measurement System for Blade Tip Clearance of Engine,International Journal of Aerospace Engineering,article,https://doi.org/10.1155/2017/4168150,tip clearance optical capacitive measurement fan blade,False,4,tip clearance;optical
openalex,doi:10.3390/pr8111338,2020,Effect of Rotor Spacing and Duct Diffusion Angle on the Aerodynamic Performances of a Counter-Rotating Ducted Fan in Hover Mode,Processes,article,https://doi.org/10.3390/pr8111338,ducted fan non-uniform tip clearance experimental,False,4,ducted fan;ducted;rotor
openalex,doi:10.1115/gt2007-28278,2007,Effects of Steady Tip Clearance Asymmetry and Rotor Whirl on Stall Inception in an Axial Compressor,,conference-paper,https://doi.org/10.1115/gt2007-28278,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
openalex,doi:10.2514/6.2005-808,2005,Experimental Investigation on the Layout of Tip Clearance for an Axial-Flow Compressor Rotor,43rd AIAA Aerospace Sciences Meeting and Exhibit,conference-paper,https://doi.org/10.2514/6.2005-808,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
openalex,doi:10.2514/6.2019-0007,2019,Kriging Assisted Integrated Rotor-Duct Optimization for Ducted Fan in Hover,AIAA Scitech 2019 Forum,conference-paper,https://doi.org/10.2514/6.2019-0007,ducted fan non-uniform tip clearance experimental,False,4,ducted fan;ducted;rotor
openalex,doi:10.1016/j.cja.2021.02.016,2021,Lock-in phenomenon of tip clearance flow and its influence on aerodynamic damping under specified vibration on an axial transonic compressor rotor,Chinese Journal of Aeronautics,article,https://doi.org/10.1016/j.cja.2021.02.016,ducted fan non-uniform tip clearance experimental,False,4,tip clearance;rotor
openalex,doi:10.1115/1.1314609,1999,Recommendations for Achieving Accurate Numerical Simulation of Tip Clearance Flows in Transonic Compressor Rotors,Journal of Turbomachinery,article,https://doi.org/10.1115/1.1314609,non-axisymmetric tip clearance rotor performance,False,4,tip clearance;rotor
arxiv,arxiv:2309.12552,2023,Adaptive Model Predictive Control for Engine-Driven Ducted Fan Lift Systems using an Associated Linear Parameter Varying Model,,,https://arxiv.org/abs/2309.12552,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
arxiv,arxiv:2410.01310,2024,The Sound Radiated by Tip Clearances Submerged in a Boundary Layer,,,https://arxiv.org/abs/2410.01310,ducted fan non-uniform tip clearance experimental,False,3,tip clearance
crossref,doi:10.1016/j.ymssp.2024.112138,2025,A novel microwave-based dynamic measurement method for blade tip clearance through nonlinear I/Q imbalance correction,Mechanical Systems and Signal Processing,journal-article,https://doi.org/10.1016/j.ymssp.2024.112138,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
crossref,doi:10.2514/6.1989-2916,1989,A technique for the measurement of blade tip clearance in a gas turbine,25th Joint Propulsion Conference,proceedings-article,https://doi.org/10.2514/6.1989-2916,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
crossref,doi:10.2514/6.1983-732,1983,An evaluation of circumferentially segmented duct liners,8th Aeroacoustics Conference,proceedings-article,https://doi.org/10.2514/6.1983-732,segmented shroud rotor duct seam aerodynamic,False,3,segmented
crossref,doi:10.1036/1097-8542.206300,,Ducted fan,AccessScience,dataset,https://doi.org/10.1036/1097-8542.206300,ducted fan tip clearance ovality,False,3,ducted fan;ducted
crossref,doi:10.5353/th_b4414307,,Ducted fan noise control,,dissertation,https://doi.org/10.5353/th_b4414307,ducted fan tip clearance ovality,False,3,ducted fan;ducted
crossref,doi:10.2514/6.2005-2875,2005,Effect of Tip Clearance on Fan Noise and Aerodynamic Performance,11th AIAA/CEAS Aeroacoustics Conference,proceedings-article,https://doi.org/10.2514/6.2005-2875,ducted fan tip clearance ovality,False,3,tip clearance
crossref,doi:10.1108/00022660110408569,2001,Effects of the shroud on aerodynamic performance in helicopter shrouded tail rotor system,Aircraft Engineering and Aerospace Technology,journal-article,https://doi.org/10.1108/00022660110408569,segmented shroud rotor duct seam aerodynamic,False,3,shroud;rotor
crossref,doi:10.1115/gt2015-42624,2015,Experimental Validation of a Curtain Type Fluidic Jet Seal on a Turbine Rotor Shroud,Volume 5C: Heat Transfer,proceedings-article,https://doi.org/10.1115/gt2015-42624,segmented shroud rotor duct seam aerodynamic,False,3,shroud;rotor
crossref,doi:10.21203/rs.3.rs-1753067/v1,2022,Experimental Velocity Fields Evaluation under the Rotor/Propeller Interactions for High Speed Helicopters for Different Propeller Positions,,posted-content,https://doi.org/10.21203/rs.3.rs-1753067/v1,foldable duct propeller rotor,False,3,ducted;rotor;propeller
crossref,doi:10.1115/gt2003-38673,2003,Experimental and Computational Investigation of the Tip Clearance Flow for an Axial Ventilation Fan,"Volume 6: Turbo Expo 2003, Parts A and B",proceedings-article,https://doi.org/10.1115/gt2003-38673,ducted fan non-uniform tip clearance experimental,False,3,tip clearance
crossref,doi:10.4050/f-0082-2026-0166,2026,Impact of Propeller Design and Placement on Propeller-Driven Rotor Hover Performance and Scaling,Proceedings of the Vertical Flight Society 82nd Annual Forum and Technology Display,proceedings-article,https://doi.org/10.4050/f-0082-2026-0166,foldable duct propeller rotor,False,3,ducted;rotor;propeller
crossref,doi:10.1115/1.4041648,2018,Improvement of Steam Turbine Stage Efficiency by Controlling Rotor Shroud Leakage Flows—Part II: Effect of Axial Distance Between a Swirl Breaker and a Rotor Shroud on Efficiency Improvement,Journal of Engineering for Gas Turbines and Power,journal-article,https://doi.org/10.1115/1.4041648,segmented shroud rotor duct seam aerodynamic,False,3,shroud;rotor
crossref,doi:10.1016/j.cja.2019.04.026,2019,Investigations of tip-jet and exhaust jet development in a ducted fan,Chinese Journal of Aeronautics,journal-article,https://doi.org/10.1016/j.cja.2019.04.026,ducted fan tip clearance ovality,False,3,ducted fan;ducted
crossref,doi:10.9726/kspse.2012.16.1.044,2012,Numerical Investigation of Effects of Tip Clearance Height on Fan Performance and Tip Clearance Flow in an Axial Fan of the Cooling Tower,Journal of the Korea Society For Power System Engineering,journal-article,https://doi.org/10.9726/kspse.2012.16.1.044,ducted fan tip clearance ovality,False,3,tip clearance
crossref,doi:10.1016/j.ast.2018.05.016,2018,Numerical investigations of ducted fan aerodynamic performance with tip-jet,Aerospace Science and Technology,journal-article,https://doi.org/10.1016/j.ast.2018.05.016,ducted fan tip clearance ovality,False,3,ducted fan;ducted
crossref,doi:10.1299/jsme1958.13.542,1970,"On the Characteristics of Wing with Tip Clearance : Part 2, the Case in which the Tip Clearance is Contained within a Uniform Flow",Bulletin of JSME,journal-article,https://doi.org/10.1299/jsme1958.13.542,ducted fan non-uniform tip clearance experimental,False,3,tip clearance
crossref,doi:10.1016/s0924-4247(04)00482-0,2005,Tubomachinery blade vibration amplitude measurement through tip timing with capacitance tip clearance probes,Sensors and Actuators A: Physical,journal-article,https://doi.org/10.1016/s0924-4247(04)00482-0,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
crossref,doi:10.1016/j.measurement.2019.107142,2020,Turbine blade tip clearance determination using microwave measurement and k-nearest neighbour classifier,Measurement,journal-article,https://doi.org/10.1016/j.measurement.2019.107142,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
openalex,doi:10.2514/6.2010-3308,2010,A Microwave Blade Tip Clearance Sensor for Propulsion Health Monitoring,AIAA Infotech@Aerospace 2010,conference-paper,https://doi.org/10.2514/6.2010-3308,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
openalex,doi:10.2514/6.2004-4176,2004,A Study on the Requirements for Fast Active Turbine Tip Clearance Control Systems,40th AIAA/ASME/SAE/ASEE Joint Propulsion Conference and Exhibit,conference-paper,https://doi.org/10.2514/6.2004-4176,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
openalex,doi:10.29008/etc2011-285,2011,A computational and experimental analysis of a ducted fan used in VTOL UAV systems,Proceedings of ... European Conference on Turbomachinery Fluid Dynamics & Thermodynamics,conference-paper,https://doi.org/10.29008/etc2011-285,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.1017/jfm.2024.134,2024,Aeroacoustics of a ducted fan ingesting an adverse pressure gradient boundary layer,Journal of Fluid Mechanics,article,https://doi.org/10.1017/jfm.2024.134,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.2322/tjsass.59.47,2016,Aerodynamic Analysis of the Ducted Fan for a VTOL UAV in Crosswinds,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,article,https://doi.org/10.2322/tjsass.59.47,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.1080/19942060.2023.2196327,2023,Aerodynamic analysis on unsteady characteristics of a ducted fan hovering in ceiling effect,Engineering Applications of Computational Fluid Mechanics,article,https://doi.org/10.1080/19942060.2023.2196327,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.1016/j.ast.2024.109411,2024,Aerodynamic and aeroacoustic design of electric ducted fans,Aerospace Science and Technology,article,https://doi.org/10.1016/j.ast.2024.109411,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.2514/1.c036386,2021,Double-Ducted Fan as an Effective Lip Separation Control Concept for Vertical-Takeoff-and-Landing Vehicles,Journal of Aircraft,article,https://doi.org/10.2514/1.c036386,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.1016/j.cja.2020.08.019,2020,Dual stability enhancement mechanisms of axial-slot casing treatment in a high-speed mixed-flow compressor with various tip clearances,Chinese Journal of Aeronautics,article,https://doi.org/10.1016/j.cja.2020.08.019,ducted fan non-uniform tip clearance experimental,False,3,tip clearance
openalex,https://openalex.org/W2236803213,2011,"Ducted Fan Aerodynamics and Modeling, with Applications of Steady and Synthetic Jet Flow Control",VTechWorks (Virginia Tech),dissertation,http://scholar.lib.vt.edu/theses/available/etd-05122011-155823/,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.1007/s13272-022-00573-7,2022,Ducted fans for hybrid electric propulsion of small aircraft,CEAS Aeronautical Journal,article,https://doi.org/10.1007/s13272-022-00573-7,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.3390/drones5030101,2021,Effect of Ducted Multi-Propeller Configuration on Aerodynamic Performance in Quadrotor Drone,Drones,article,https://doi.org/10.3390/drones5030101,ducted fan non-uniform tip clearance experimental,False,3,ducted;rotor;propeller
openalex,doi:10.3390/app13052787,2023,Effect of Electric Ducted Fans Structural Arrangement on Their Performance Characteristics,Applied Sciences,article,https://doi.org/10.3390/app13052787,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.1155/2011/146969,2011,Effect of Partial Shrouds on the Performance and Flow Field of a Low-Aspect-Ratio Axial-Flow Fan Rotor,International Journal of Rotating Machinery,article,https://doi.org/10.1155/2011/146969,ducted fan tip clearance ovality,False,3,shroud;rotor
openalex,doi:10.1016/j.ast.2024.109281,2024,Effect of non-uniform circumferential spallation of seal coating on the aerodynamic performance in a transonic axial rotor: A steady numerical simulation,Aerospace Science and Technology,article,https://doi.org/10.1016/j.ast.2024.109281,non-axisymmetric tip clearance rotor performance,False,3,non-uniform;rotor
openalex,https://openalex.org/W2226784241,1996,Effects of asymmetric tip clearance on compressor performance and stability,DSpace@MIT (Massachusetts Institute of Technology),dissertation,http://hdl.handle.net/1721.1/46459,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
openalex,https://openalex.org/W1535317132,1996,Effects of asymmetric tip clearance on compressor stability,DSpace@MIT (Massachusetts Institute of Technology),dissertation,http://hdl.handle.net/1721.1/28162,ducted fan non-uniform tip clearance experimental,False,3,tip clearance
openalex,doi:10.1155/2020/9041686,2020,Experimental Study of Pressure Pulsation in a Mixed-Flow Pump with Different Tip Clearances Based on Wavelet Analysis,Shock and Vibration,article,https://doi.org/10.1155/2020/9041686,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
openalex,doi:10.3390/pr7120935,2019,Experimental and Numerical Investigation on the Tip Leakage Vortex Cavitation in an Axial Flow Pump with Different Tip Clearances,Processes,article,https://doi.org/10.3390/pr7120935,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
openalex,doi:10.1007/s13272-021-00517-7,2021,Experimental and numerical studies on small contra-rotating electrical ducted fan engines,CEAS Aeronautical Journal,article,https://doi.org/10.1007/s13272-021-00517-7,ducted fan non-uniform tip clearance experimental,False,3,ducted fan;ducted
openalex,doi:10.1016/j.ijthermalsci.2018.05.036,2018,Experimental and numerical study on the flow topology of finned heat sinks with tip clearance,International Journal of Thermal Sciences,article,https://doi.org/10.1016/j.ijthermalsci.2018.05.036,ducted fan non-uniform tip clearance experimental,False,3,tip clearance
openalex,https://openalex.org/W2158119673,2008,Fiber optic laser Doppler distance sensor for in-situ tip clearance and vibrationmonitoring of turbo machines,elib (German Aerospace Center),conference-paper,https://elib.dlr.de/54832/,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
openalex,https://openalex.org/W1646579793,2008,Hover and wind-tunnel testing of shrouded rotors for improved micro air vehicle design,University Libraries (University of Maryland),dissertation,http://hdl.handle.net/1903/8752,ducted fan non-uniform tip clearance experimental,False,3,shroud;rotor
openalex,doi:10.3390/en12214066,2019,Influence of T-Shape Tip Clearance on Energy Performance and Broadband Noise for a NACA0009 Hydrofoil,Energies,article,https://doi.org/10.3390/en12214066,ducted fan non-uniform tip clearance experimental,False,3,tip clearance
openalex,https://openalex.org/W856386761,2008,Microwave Sensor for Blade Tip Clearance and Structural Health Measurements,NASA STI Repository (National Aeronautics and Space Administration),article,http://hdl.handle.net/2060/20080047680,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
openalex,doi:10.1115/gt2017-63082,2017,Non-Axisymmetric Stator Design for Boundary Layer Ingesting Fans,,conference-paper,https://doi.org/10.1115/gt2017-63082,ducted fan non-uniform tip clearance experimental,False,3,non-axisymmetric
openalex,doi:10.1115/gt2014-25364,2014,Non-Axisymmetric Turbine Endwall Aerodynamic Optimization Design: Part II — Turbine Stage Design and Unsteady Flow Characteristics Analysis,,conference-paper,https://doi.org/10.1115/gt2014-25364,non-axisymmetric tip clearance rotor performance,False,3,non-axisymmetric
openalex,doi:10.1080/19942060.2021.1883115,2021,Numerical and experimental investigations on non-axisymmetric D-type inlet nozzle for a squirrel-cage fan,Engineering Applications of Computational Fluid Mechanics,article,https://doi.org/10.1080/19942060.2021.1883115,ducted fan non-uniform tip clearance experimental,False,3,non-axisymmetric
openalex,doi:10.1016/j.ijnaoe.2017.09.001,2017,Numerical investigations of tip clearance flow characteristics of a pumpjet propulsor,International Journal of Naval Architecture and Ocean Engineering,article,https://doi.org/10.1016/j.ijnaoe.2017.09.001,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
openalex,doi:10.1016/j.renene.2020.01.064,2020,On the effect of the tip-clearance ratio on the aeroacoustics of a diffuser-augmented wind turbine,Renewable Energy,article,https://doi.org/10.1016/j.renene.2020.01.064,ducted fan non-uniform tip clearance experimental,False,3,tip-clearance
openalex,doi:10.1109/access.2020.2980324,2020,Research on the Tip Clearance Measuring Method Based on AC Discharge,IEEE Access,article,https://doi.org/10.1109/access.2020.2980324,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
openalex,doi:10.1177/09576509211056737,2021,Rotating tip clearance asymmetry and role of endwall injection in stability desensitization of a transonic fan,Proceedings of the Institution of Mechanical Engineers Part A Journal of Power and Energy,article,https://doi.org/10.1177/09576509211056737,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
openalex,doi:10.2514/1.7341,2005,Test Rig for Evaluating Active Turbine Blade Tip Clearance Control Concepts,Journal of Propulsion and Power,article,https://doi.org/10.2514/1.7341,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
openalex,doi:10.1016/j.ast.2023.108866,2024,The impact of second-harmonic tip clearance distributions caused by casing Ovalization and blade height variation in a large-scale compressor stage,Aerospace Science and Technology,article,https://doi.org/10.1016/j.ast.2023.108866,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
openalex,doi:10.1088/2631-8695/abbae1,2020,The research on measurement and analysis method of gas turbine blade tip clearance based on empirical model,Engineering Research Express,article,https://doi.org/10.1088/2631-8695/abbae1,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
openalex,doi:10.1115/1.1370163,2000,Tip Clearance Actuation With Magnetic Bearings for High-Speed Compressor Stall Control,Journal of Turbomachinery,article,https://doi.org/10.1115/1.1370163,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
openalex,doi:10.1088/0957-0233/17/7/007,2006,Turbo machine tip clearance and vibration measurements using a fibre optic laser Doppler position sensor,Measurement Science and Technology,article,https://doi.org/10.1088/0957-0233/17/7/007,tip clearance optical capacitive measurement fan blade,False,3,tip clearance
openalex,https://openalex.org/W1602586297,1991,Vortical structures in turbomachinery tip clearance flows,DSpace@MIT (Massachusetts Institute of Technology),dissertation,http://hdl.handle.net/1721.1/43153,non-axisymmetric tip clearance rotor performance,False,3,tip clearance
arxiv,arxiv:0703014,2007,Asymptotic Capacity Bounds for Wireless Networks with Non-Uniform Traffic,,,https://arxiv.org/abs/0703014,ducted fan non-uniform tip clearance experimental,False,2,non-uniform
arxiv,arxiv:2507.01150,2025,Computational Insights into Orthotropic Fracture: Crack-Tip Fields in Strain-Limiting Materials under Non-Uniform Loads,,,https://arxiv.org/abs/2507.01150,ducted fan non-uniform tip clearance experimental,False,2,non-uniform
arxiv,arxiv:1208.6396,2012,Design and Experimental Validation of a Ducted Counter-rotating Axial-flow Fans System,,,https://arxiv.org/abs/1208.6396,ducted fan non-uniform tip clearance experimental,False,2,ducted;rotor
arxiv,arxiv:2206.00313,2022,High-Order Large-Eddy Simulations of a Wind Turbine in Ducted and Open-Rotor Configurations,,,https://arxiv.org/abs/2206.00313,ducted fan non-uniform tip clearance experimental,False,2,ducted;rotor
arxiv,arxiv:1801.03211,2018,Investigation on the performance of a ducted propeller in oblique flow,,,https://arxiv.org/abs/1801.03211,ducted fan non-uniform tip clearance experimental,False,2,ducted;propeller
arxiv,arxiv:1107.5228,2011,"Non-Uniform Cellular Automata: classes, dynamics, and decidability",,,https://arxiv.org/abs/1107.5228,ducted fan non-uniform tip clearance experimental,False,2,non-uniform
arxiv,arxiv:1711.02318,2017,Non-uniform time-scaling of Carnatic music transients,,,https://arxiv.org/abs/1711.02318,ducted fan non-uniform tip clearance experimental,False,2,non-uniform
arxiv,arxiv:2002.06577,2020,Regulated State Synchronization for Discrete-Time Homogeneous Networks of Non-Introspective Agents in Presence of Unknown Non-Uniform Input Delays: A Scale-Free Protocol Design (with a general MATLAB implementation),,,https://arxiv.org/abs/2002.06577,ducted fan non-uniform tip clearance experimental,False,2,non-uniform
arxiv,arxiv:0609757,2006,Statics of non uniform Josephson junction parallel arrays: model vs. experiment,,,https://arxiv.org/abs/0609757,ducted fan non-uniform tip clearance experimental,False,2,non-uniform
arxiv,arxiv:2607.15300,2026,Theory and Computation of Discrete Sturm--Liouville Problems on Non-Uniform Grids via the Prüfer Transformation,,,https://arxiv.org/abs/2607.15300,ducted fan non-uniform tip clearance experimental,False,2,non-uniform
arxiv,arxiv:1812.11921,2018,Transfer operators and dimension of bad sets for non-uniform Fuchsian lattices,,,https://arxiv.org/abs/1812.11921,ducted fan non-uniform tip clearance experimental,False,2,non-uniform
arxiv,arxiv:2005.00852,2020,Unconditional finite amplitude stability of a viscoelastic fluid in a mechanically isolated vessel with spatially non-uniform wall temperature,,,https://arxiv.org/abs/2005.00852,ducted fan non-uniform tip clearance experimental,False,2,non-uniform
crossref,doi:10.1109/tim.2025.3561389,2025,A High-Precision Measurement Method for Blade Tip Vibration and Clearance Based on Capacitive Sensor,IEEE Transactions on Instrumentation and Measurement,journal-article,https://doi.org/10.1109/tim.2025.3561389,tip clearance optical capacitive measurement fan blade,False,2,capacitive
crossref,doi:10.5957/pss-2009-07,2009,A Method for the Prediction of Rotor/Stator Interaction Applications to 2-D Hydrofoils and Propeller,SNAME 12th Propeller and Shafting Symposium,proceedings-article,https://doi.org/10.5957/pss-2009-07,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.2514/6.1986-1894,1986,A study of the rotor/rotor interaction tones from a contra-rotating propeller driven aircraft,10th Aeroacoustics Conference,proceedings-article,https://doi.org/10.2514/6.1986-1894,foldable duct propeller rotor,False,2,rotor;propeller
crossref,doi:10.1155/2024/2295279,2024,Aerodynamic Optimization Design of Duct Body Structure for Coaxial Rotor Unmanned Aerial Vehicles,International Journal of Aerospace Engineering,journal-article,https://doi.org/10.1155/2024/2295279,segmented shroud rotor duct seam aerodynamic,False,2,ducted;rotor
crossref,doi:10.1115/gt2013-95572,2013,Aerodynamic Origin of Rotor-Rotor Interaction Noise From Unducted Propulsors,Volume 6C: Turbomachinery,proceedings-article,https://doi.org/10.1115/gt2013-95572,segmented shroud rotor duct seam aerodynamic,False,2,ducted;rotor
